strain1,strain2,lens1,lens2,spe1,spe2,color,dist_link1,dist_link2,phy_seqdist
Pseudomonas_monteilii_GTC_10899_5717,Pseudomonas_stutzeri_KGS-8_9481,1,1,monteilii,stutzeri,#F7CEDC66,1.13123532699832,1,0.646733424856658
Pseudomonas_mosselii_BS011_6013,Pseudomonas_putida_1A00316_4055,1,1,mosselii,putida,#F1D0D266,0.104963666852991,1,0.416678867740361
Pseudomonas_parafulva_NS212_3696,Pseudomonas_fulva_PF_122_9375,1,1,parafulva,fulva,#E9D1C666,0.0211179429849078,1,0.116242281425236
Pseudomonas_parafulva_NS212_3696,Pseudomonas_fulva_SB1_9374,1,1,parafulva,fulva,#E9D1C666,0.0244717719396311,1,0.485313158767696
Pseudomonas_parafulva_NS212_3696,Pseudomonas_fulva_FDAARGOS_167_6697,1,1,parafulva,fulva,#E9D1C666,0.0278256008943544,1,0.382522319721126
Pseudomonas_fulva_PF_122_9375,Pseudomonas_parafulva_YAB-1_3100,1,1,fulva,parafulva,#CCEBC566,0.0211179429849078,1,0.0790472637907579
Pseudomonas_fulva_PF_122_9375,Pseudomonas_parafulva_PRS09-11288_4997,1,1,fulva,parafulva,#CCEBC566,0.0267076579094466,1,0.407625939931325
Pseudomonas_parafulva_YAB-1_3100,Pseudomonas_fulva_SB1_9374,1,1,parafulva,fulva,#E9D1C666,0.02,1,0.411216285880379
Pseudomonas_parafulva_YAB-1_3100,Pseudomonas_fulva_FDAARGOS_167_6697,1,1,parafulva,fulva,#E9D1C666,0.0233538289547233,1,0.375008260821676
Pseudomonas_fulva_SB1_9374,Pseudomonas_parafulva_PRS09-11288_4997,1,1,fulva,parafulva,#CCEBC566,0.0233538289547233,1,0.436042085293861
Pseudomonas_fulva_FDAARGOS_167_6697,Pseudomonas_parafulva_PRS09-11288_4997,1,1,fulva,parafulva,#CCEBC566,0.02,1,0.205566636921946
Pseudomonas_plecoglossicida_DJ-1_5949,Pseudomonas_putida_12917_11526,1,1,plecoglossicida,putida,#E1D3B866,0.02,1,0.0955470074325205
Pseudomonas_plecoglossicida_DJ-1_5949,Pseudomonas_monteilii_SB3078_491,1,1,plecoglossicida,monteilii,#E1D3B866,0.0803689211850196,1,0.415382115582516
Pseudomonas_plecoglossicida_DJ-1_5949,Pseudomonas_putida_DLL-E4_3010,1,1,plecoglossicida,putida,#E1D3B866,0.0826048071548351,1,0.393235405713047
Pseudomonas_putida_12917_11526,Pseudomonas_plecoglossicida_NyZ12_3004,1,1,putida,plecoglossicida,#3E763E50,0.0255897149245388,1,0.437355519692938
Pseudomonas_putida_12917_11526,Pseudomonas_monteilii_SB3078_491,1,1,putida,monteilii,#3E763E50,0.0792509782001118,1,0.429921482480371
Pseudomonas_putida_HB13667_3715,Pseudomonas_asiatica_MY34_7720,1,2,putida,asiatica,#3E763E50,0.02,1,0.177367121618589
Pseudomonas_putida_HB13667_3715,Pseudomonas_asiatica_RYU5_11701,1,1,putida,asiatica,#3E763E50,0.0233538289547233,1,0.269797619559146
Pseudomonas_putida_HB13667_3715,Pseudomonas_asiatica_MY680_7718,1,1,putida,asiatica,#3E763E50,0.0770150922302963,1,0.452253299743772
Pseudomonas_putida_HB13667_3715,Pseudomonas_asiatica_MY756_7717,1,1,putida,asiatica,#3E763E50,0.0803689211850196,1,0.424413478700299
Pseudomonas_plecoglossicida_NyZ12_3004,Pseudomonas_monteilii_SB3078_491,1,1,plecoglossicida,monteilii,#E1D3B866,0.0725433202906652,1,0.3815088178543
Pseudomonas_plecoglossicida_NyZ12_3004,Pseudomonas_putida_DLL-E4_3010,1,1,plecoglossicida,putida,#E1D3B866,0.0747792062604807,1,0.41473738882036
Pseudomonas_monteilii_ODNR6CL_11641,Pseudomonas_putida_TS312_12270,2,1,monteilii,putida,#F7CEDC66,0.0624818334264953,1,0.372998740780716
Pseudomonas_putida_H_3022,Pseudomonas_nabeulensis_E10B_7580,2,1,putida,nabeulensis,#3E763E50,0.609155953046395,1,0.512450287012911
Pseudomonas_putida_NCTC13185_12271,Pseudomonas_nabeulensis_E10B_7580,4,1,putida,nabeulensis,#3E763E50,0.605802124091671,1,0.552343635205956
Pseudomonas_putida_PCL1760_3713,Pseudomonas_nabeulensis_E10B_7580,1,1,putida,nabeulensis,#3E763E50,0.600212409167132,1,0.539351806328541
Pseudomonas_putida_KT2440_5309,Pseudomonas_nabeulensis_E10B_7580,2,1,putida,nabeulensis,#3E763E50,0.596858580212409,1,0.681133711762851
Pseudomonas_putida_LD6_11523,Pseudomonas_nabeulensis_E10B_7580,1,1,putida,nabeulensis,#3E763E50,0.592386808272778,1,0.652897240817624
Pseudomonas_putida_S12_223,Pseudomonas_nabeulensis_E10B_7580,1,1,putida,nabeulensis,#3E763E50,0.587915036333147,1,0.667127576568658
Pseudomonas_putida_JB_5306,Pseudomonas_nabeulensis_E10B_7580,2,1,putida,nabeulensis,#3E763E50,0.582325321408608,1,0.673728979655835
Pseudomonas_mosselii_PtA1_5852,Pseudomonas_putida_1A00316_4055,1,1,mosselii,putida,#F1D0D266,0.02,1,0.0571900456288666
Pseudomonas_putida_TS312_12270,Pseudomonas_monteilii_TCU-CK1_11640,1,1,putida,monteilii,#3E763E50,0.02,1,0.225009654107133
Pseudomonas_monteilii_SB3078_491,Pseudomonas_putida_DLL-E4_3010,1,1,monteilii,putida,#F7CEDC66,0.0211179429849078,1,0.159963575656397
Pseudomonas_caspiana_FBF102_6324,Pseudomonas_syringae_UB246_224,1,1,caspiana,syringae,#B4DE6C66,0.0244717719396311,1,0.237915693471249
Pseudomonas_cichorii_JBC1_2922,Pseudomonas_asturiensis_CC1524_11731,1,1,cichorii,asturiensis,#B4DD6866,0.0770150922302963,1,0.484945829414567
Pseudomonas_cichorii_JBC1_2922,Pseudomonas_asturiensis_LMG_26898_5077,1,1,cichorii,asturiensis,#B4DD6866,0.212286193404136,1,0.56673083263318
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_savastanoi_pv_fraxini_ICMP_9132_7469,1,1,caricapapayae,savastanoi,#B8DB6766,0.0311794298490777,1,0.214840958318215
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_syringae_ICMP_9853_5177,1,1,caricapapayae,syringae,#B8DB6766,0.0814868641699273,1,0.50159111179625
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_syringae_BS0426_5946,1,1,caricapapayae,syringae,#B8DB6766,0.116143096702068,1,0.253566860179081
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_syringae_pv_actinidiae_MAFF_212109_12255,1,1,caricapapayae,syringae,#B8DB6766,0.142973728339855,1,0.272588105365598
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_syringae_C75_6629,1,1,caricapapayae,syringae,#B8DB6766,0.147445500279486,1,0.258939702119284
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_congelans_RMX8151a_6076,1,1,caricapapayae,congelans,#B8DB6766,0.148563443264393,1,0.314755343387219
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_syringae_RMX24a1_6882,1,1,caricapapayae,syringae,#B8DB6766,0.167568474007826,1,0.255504385964912
Pseudomonas_caricapapayae_CCUG_32775T_11657,Pseudomonas_congelans_DSM_14939_5276,1,1,caricapapayae,congelans,#B8DB6766,0.208932364449413,1,0.24790916643589
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,4,1,amygdali,syringae,#BFD86666,0.0233538289547233,1,0.132544472681067
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_savastanoi_Ph3_6096,4,1,amygdali,savastanoi,#BFD86666,0.0267076579094466,1,0.123701862508087
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_savastanoi_NCPPB_1006_7003,4,2,amygdali,savastanoi,#BFD86666,0.0289435438792622,1,0.119430826802552
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_savastanoi_2411_5819,4,4,amygdali,savastanoi,#BFD86666,0.0367691447736165,1,0.126612812745428
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_isolate_CFBP3840_6707,4,1,amygdali,syringae,#BFD86666,0.0445947456679709,1,0.412611796671572
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_savastanoi_NCPPB_3335_6509,4,1,amygdali,savastanoi,#BFD86666,0.0468306316377865,1,0.416875289754288
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_UMAF0158_3878,4,5,amygdali,syringae,#BFD86666,0.0524203465623253,1,0.492759202436622
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_Pss9097_6431,4,6,amygdali,syringae,#BFD86666,0.0591280044717719,1,0.44214125076668
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,4,2,amygdali,cerasi,#BFD86666,0.0658356623812186,1,0.485248715462378
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_isolate_CFBP2118_5951,4,3,amygdali,syringae,#BFD86666,0.0680715483510341,1,0.484586141545087
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_pv_tomato_DC3000_111,4,4,amygdali,syringae,#BFD86666,0.0725433202906652,1,0.471900337932034
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_CRAFRU_1229_5710,4,4,amygdali,syringae,#BFD86666,0.0792509782001118,1,0.482883204353353
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_MAFF212063_6757,4,1,amygdali,syringae,#BFD86666,0.0848406931246506,1,0.498516022493975
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_coronafaciens_pv_oryzae_str_1_6_11728,4,1,amygdali,coronafaciens,#BFD86666,0.0859586361095584,1,0.508821962803498
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_Ps25_11512,4,2,amygdali,syringae,#BFD86666,0.0870765790944662,1,0.503499651160174
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,4,3,amygdali,coronafaciens,#BFD86666,0.0893124650642817,1,0.283264170934134
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,4,6,amygdali,coronafaciens,#BFD86666,0.0937842370039128,1,0.265988630307337
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_cannabina_ICMP_2823_5053,4,2,amygdali,cannabina,#BFD86666,0.100491894913359,1,0.510104421584152
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_RM1_6415,4,4,amygdali,syringae,#BFD86666,0.102727780883175,1,0.262450765864333
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_ICMP_8406_5980,4,3,amygdali,syringae,#BFD86666,0.108317495807714,1,0.267379737331752
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_pv_maculicola_CFBP_1657_3086,4,1,amygdali,syringae,#BFD86666,0.113907210732253,1,0.268358596040057
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_9643_6237,4,1,amygdali,syringae,#BFD86666,0.116143096702068,1,0.261795724256368
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,4,5,amygdali,syringae,#BFD86666,0.119496925656792,1,0.293492306522896
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_avellanae_R25260_6575,4,1,amygdali,avellanae,#BFD86666,0.12508664058133,1,0.276610287177373
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_CFBP_3800_5881,4,1,amygdali,syringae,#BFD86666,0.126204583566238,1,0.352010080801158
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_avellanae_R2sc214_6308,4,1,amygdali,avellanae,#BFD86666,0.127322526551146,1,0.279565340107254
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,4,5,amygdali,syringae,#BFD86666,0.128440469536054,1,0.2815766455281
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_Psa_JA12_7257,4,1,amygdali,syringae,#BFD86666,0.137384013415316,1,0.275408173389631
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_NZ35_5847,4,1,amygdali,syringae,#BFD86666,0.140737842370039,1,0.261229705020598
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_M256_7288,4,1,amygdali,syringae,#BFD86666,0.142973728339855,1,0.280407449371336
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_UB0390_2476,4,1,amygdali,syringae,#BFD86666,0.146327557294578,1,0.200777100248178
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_13-429_11508,4,6,amygdali,syringae,#BFD86666,0.150799329234209,1,0.227076603088906
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_7928A_6990,4,3,amygdali,syringae,#BFD86666,0.158624930128563,1,0.236999642601858
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_pv_syringae_B301D-R_2473,4,1,amygdali,syringae,#BFD86666,0.163096702068195,1,0.254139994050308
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_ICMP_508_7220,4,1,amygdali,syringae,#BFD86666,0.16533258803801,1,0.224462486505937
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_5275_6122,4,7,amygdali,syringae,#BFD86666,0.167568474007826,1,0.229651293084129
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_1845_4123,4,3,amygdali,syringae,#BFD86666,0.177629960871996,1,0.250686652803879
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_Pss9293_6573,4,5,amygdali,syringae,#BFD86666,0.182101732811627,1,0.253542190563759
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_syringae_202_6455,4,12,amygdali,syringae,#BFD86666,0.188809390721073,1,0.27050446404119
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_viridiflava_LMCA8_3094,4,1,amygdali,viridiflava,#BFD86666,0.212286193404136,1,0.341117275190298
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_viridiflava_CDRTc14_4128,4,1,amygdali,viridiflava,#BFD86666,0.214522079373952,1,0.344804238718067
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_fluorescens_isolate_PS634_11772,4,1,amygdali,fluorescens,#BFD86666,0.308429290106205,1,0.34341593129108
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_viridiflava_CFBP13507_7767,4,1,amygdali,viridiflava,#BFD86666,0.352029066517608,1,0.341608523987236
Pseudomonas_amygdali_pv_tabaci_ATCC_11528_2907,Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,4,1,amygdali,viridiflava,#BFD86666,0.395628842929011,1,0.557103675260559
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,1,2,syringae,amygdali,#E2782050,0.02,1,0.117025271086736
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_savastanoi_Ph3_6096,1,1,syringae,savastanoi,#E2782050,0.0222358859698155,1,0.0780174079040065
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_savastanoi_NCPPB_1006_7003,1,2,syringae,savastanoi,#E2782050,0.0244717719396311,1,0.101932082984548
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_amygdali_NZIPFR-PS6_6152,1,2,syringae,amygdali,#E2782050,0.0267076579094466,1,0.102576898648036
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_amygdali_pv_ulmi_CFBP_1407_3853,1,2,syringae,amygdali,#E2782050,0.0300614868641699,1,0.0946372962080967
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_savastanoi_2411_5819,1,4,syringae,savastanoi,#E2782050,0.0322973728339855,1,0.0962554818396492
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_amygdali_pv_lachrymans_str_M301315_11698,1,1,syringae,amygdali,#E2782050,0.0412409167132476,1,0.423352540952985
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_savastanoi_NCPPB_3335_6509,1,1,syringae,savastanoi,#E2782050,0.0423588596981554,1,0.440780733726198
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_amygdali_NM002_5127,1,3,syringae,amygdali,#E2782050,0.0434768026830632,1,0.414056462244852
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,1,2,syringae,cerasi,#E2782050,0.0613638904415875,1,0.469037652257914
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_coronafaciens_pv_oryzae_str_1_6_11728,1,1,syringae,coronafaciens,#E2782050,0.0814868641699273,1,0.518966277275733
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,1,3,syringae,coronafaciens,#E2782050,0.0848406931246506,1,0.244202938730247
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,1,6,syringae,coronafaciens,#E2782050,0.0893124650642817,1,0.258392382639504
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_cannabina_ICMP_2823_5053,1,2,syringae,cannabina,#E2782050,0.0960201229737283,1,0.515227011965252
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_avellanae_R25260_6575,1,1,syringae,avellanae,#E2782050,0.120614868641699,1,0.232556369724511
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_avellanae_R2sc214_6308,1,1,syringae,avellanae,#E2782050,0.122850754611515,1,0.240901100332053
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_viridiflava_LMCA8_3094,1,1,syringae,viridiflava,#E2782050,0.207814421464505,1,0.302073911358057
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_viridiflava_CDRTc14_4128,1,1,syringae,viridiflava,#E2782050,0.210050307434321,1,0.287204933874786
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_fluorescens_isolate_PS634_11772,1,1,syringae,fluorescens,#E2782050,0.303957518166574,1,0.285833532077272
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_viridiflava_CFBP13507_7767,1,1,syringae,viridiflava,#E2782050,0.347557294577977,1,0.286412586878485
Pseudomonas_syringae_pv_castaneae_CFBP_4217_3888,Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,1,1,syringae,viridiflava,#E2782050,0.39115707098938,1,0.553571040093981
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_savastanoi_Ph3_6096,2,1,amygdali,savastanoi,#BFD86666,0.0211179429849078,1,0.132147509320397
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_savastanoi_NCPPB_1006_7003,2,2,amygdali,savastanoi,#BFD86666,0.0233538289547233,1,0.0960537040391233
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_savastanoi_2411_5819,2,4,amygdali,savastanoi,#BFD86666,0.0311794298490777,1,0.120553359683794
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_isolate_CFBP3840_6707,2,1,amygdali,syringae,#BFD86666,0.0390050307434321,1,0.389903039448642
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_savastanoi_NCPPB_3335_6509,2,1,amygdali,savastanoi,#BFD86666,0.0412409167132476,1,0.411408776507857
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_UMAF0158_3878,2,5,amygdali,syringae,#BFD86666,0.0468306316377865,1,0.490352479836014
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_Pss9097_6431,2,6,amygdali,syringae,#BFD86666,0.0535382895472331,1,0.435385064177363
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_cerasi_isolate_Sour_cherry_Prunus_cerasus_symptoma_4022,2,2,amygdali,cerasi,#BFD86666,0.0602459474566797,1,0.469537652698315
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_isolate_CFBP2118_5951,2,3,amygdali,syringae,#BFD86666,0.0624818334264953,1,0.473142236410393
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_pv_tomato_DC3000_111,2,4,amygdali,syringae,#BFD86666,0.0669536053661263,1,0.466415334202768
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_CRAFRU_1229_5710,2,4,amygdali,syringae,#BFD86666,0.0736612632755729,1,0.459037050137059
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_MAFF212063_6757,2,1,amygdali,syringae,#BFD86666,0.0792509782001118,1,0.472239948947033
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_coronafaciens_pv_oryzae_str_1_6_11728,2,1,amygdali,coronafaciens,#BFD86666,0.0803689211850196,1,0.502586244685048
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_Ps25_11512,2,2,amygdali,syringae,#BFD86666,0.0814868641699273,1,0.49709789472516
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_coronafaciens_pv_oryzae_ICMP9088_3669,2,3,amygdali,coronafaciens,#BFD86666,0.0837227501397429,1,0.285971792826944
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_coronafaciens_pv_zizaniae_ICMP8921_3671,2,6,amygdali,coronafaciens,#BFD86666,0.088194522079374,1,0.280992552560469
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_cannabina_ICMP_2823_5053,2,2,amygdali,cannabina,#BFD86666,0.0949021799888206,1,0.514852562080555
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_RM1_6415,2,4,amygdali,syringae,#BFD86666,0.0971380659586361,1,0.248957292436026
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_ICMP_8406_5980,2,3,amygdali,syringae,#BFD86666,0.102727780883175,1,0.24409653706876
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_pv_maculicola_CFBP_1657_3086,2,1,amygdali,syringae,#BFD86666,0.108317495807714,1,0.24189691528445
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_9643_6237,2,1,amygdali,syringae,#BFD86666,0.110553381777529,1,0.246808975268876
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,2,5,amygdali,syringae,#BFD86666,0.113907210732253,1,0.264585454624234
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_avellanae_R25260_6575,2,1,amygdali,avellanae,#BFD86666,0.119496925656792,1,0.242453178237375
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_CFBP_3800_5881,2,1,amygdali,syringae,#BFD86666,0.120614868641699,1,0.36006641397315
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_avellanae_R2sc214_6308,2,1,amygdali,avellanae,#BFD86666,0.121732811626607,1,0.250357158318542
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,2,5,amygdali,syringae,#BFD86666,0.122850754611515,1,0.261431940957163
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_Psa_JA12_7257,2,1,amygdali,syringae,#BFD86666,0.131794298490777,1,0.266261159619347
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_NZ35_5847,2,1,amygdali,syringae,#BFD86666,0.1351481274455,1,0.252368919772584
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_M256_7288,2,1,amygdali,syringae,#BFD86666,0.137384013415316,1,0.257580221051139
Pseudomonas_amygdali_pv_myricae_CFBP_2897_3852,Pseudomonas_syringae_UB0390_2476,2,1,amygdali,syringae,#BFD86666,0.140737842370039,1,0.215273675646155
